INDIVIDUALS	STRATA
ETDN-15_031	NOR
ETDN-15_032	NOR
ETDN-15_033	NOR
ETDN-15_034	NOR
ETDN-15_035	NOR
ETDN-15_036	NOR
ETDN-15_037	NOR
ETDN-15_038	NOR
ETDN-15_039	NOR
ETDN-15_040	NOR
ETDN-15_041	NOR
ETDN-15_042	NOR
ETDN-15_043	NOR
ETDN-15_045	NOR
ETDN-15_046	NOR
ETDN-15_047	NOR
ETDN-15_048	NOR
FALS-15_002	NOR
FALS-15_004	NOR
FALS-15_005	NOR
FALS-15_006	NOR
FALS-15_007	NOR
FALS-15_008	NOR
FALS-15_009	NOR
FALS-15_010	NOR
FALS-15_011	NOR
FALS-15_012	NOR
FALS-15_013	NOR
FALS-15_014	NOR
FALS-15_015	NOR
FALS-15_016	NOR
FALS-15_018	NOR
FALS-15_019	NOR
FALS-15_020	NOR
FALS-15_021	NOR
FALS-15_022	NOR
FALS-15_023	NOR
FALS-15_024	NOR
FALS-15_025	NOR
FALS-15_026	NOR
FALS-15_028	NOR
FALS-15_029	NOR
FALS-15_030	NOR
FALS-15_031	NOR
FALS-15_032	NOR
FALS-15_033	NOR
FALS-15_034	NOR
FALS-15_035	NOR
FALS-15_036	NOR
FALS-15_037	NOR
FALS-15_039	NOR
FALS-15_040	NOR
FALS-15_041	NOR
FALS-15_042	NOR
FALS-15_043	NOR
FALS-15_044	NOR
FALS-15_045	NOR
FALS-15_046	NOR
FALS-15_047	NOR
FALS-15_048	NOR
FALS-15_049	NOR
FALS-15_050	NOR
FALS-15_051	NOR
FALS-15_052	NOR
FALS-15_053	NOR
FALS-15_054	NOR
FORT-15_001	NOR
FORT-15_002	NOR
FORT-15_004	NOR
FORT-15_005	NOR
FORT-15_006	NOR
FORT-15_007	NOR
FORT-15_008	NOR
FORT-15_009	NOR
FORT-15_011	NOR
FORT-15_012	NOR
FORT-15_014	NOR
FORT-15_015	NOR
FORT-15_016	NOR
FORT-15_018	NOR
FORT-15_019	NOR
FORT-15_020	NOR
FORT-15_021	NOR
FORT-15_022	NOR
FORT-15_023	NOR
FORT-15_024	NOR
FORT-15_025	NOR
FORT-15_026	NOR
FORT-15_027	NOR
FORT-15_028	NOR
FORT-15_029	NOR
FORT-15_030	NOR
FORT-15_031	NOR
FORT-15_032	NOR
FORT-15_033	NOR
FORT-15_035	NOR
FORT-15_036	NOR
FORT-15_037	NOR
FORT-15_038	NOR
FORT-15_039	NOR
FORT-15_040	NOR
FORT-15_041	NOR
FORT-15_042	NOR
FORT-15_043	NOR
FORT-15_044	NOR
FORT-15_045	NOR
FORT-15_046	NOR
FORT-15_047	NOR
FORT-15_048	NOR
FORT-15_049	NOR
FORT-15_050	NOR
FORT-15_051	NOR
FORT-15_052	NOR
FORT-15_053	NOR
FORT-15_054	NOR
FORT-15_055	NOR
FORT-15_056	NOR
FORT-15_057	NOR
FORT-16_001	NOR
FORT-16_002	NOR
FORT-16_003	NOR
FORT-16_004	NOR
FORT-16_005	NOR
FORT-16_007	NOR
FORT-16_008	NOR
FORT-16_009	NOR
FORT-16_010	NOR
FORT-16_011	NOR
FORT-16_012	NOR
FORT-16_013	NOR
FORT-16_015	NOR
FORT-16_017	NOR
FORT-16_018	NOR
FORT-16_019	NOR
FORT-16_020	NOR
FORT-16_022	NOR
FORT-16_024	NOR
FORT-16_025	NOR
FORT-16_026	NOR
FORT-16_027	NOR
FORT-16_028	NOR
FORT-16_029	NOR
FORT-16_030	NOR
FORT-16_031	NOR
FORT-16_032	NOR
FORT-16_033	NOR
FORT-16_034	NOR
FORT-16_035	NOR
FORT-16_036	NOR
FORT-16_037	NOR
FORT-16_038	NOR
FORT-16_039	NOR
FORT-16_040	NOR
FORT-16_041	NOR
FORT-16_042	NOR
FORT-16_043	NOR
FOUR-15_003	NOR
FOUR-15_004	NOR
FOUR-15_005	NOR
FOUR-15_006	NOR
FOUR-15_007	NOR
FOUR-15_008	NOR
FOUR-15_009	NOR
FOUR-15_010	NOR
FOUR-15_011	NOR
FOUR-15_012	NOR
FOUR-15_013	NOR
FOUR-15_014	NOR
FOUR-15_015	NOR
FOUR-15_017	NOR
FOUR-15_018	NOR
FOUR-15_019	NOR
FOUR-15_020	NOR
FOUR-15_021	NOR
FOUR-15_022	NOR
FOUR-15_023	NOR
FOUR-15_024	NOR
FOUR-15_025	NOR
FOUR-15_026	NOR
FOUR-15_027	NOR
FOUR-15_029	NOR
FOUR-15_031	NOR
FOUR-15_032	NOR
FOUR-15_033	NOR
FOUR-15_034	NOR
FOUR-15_035	NOR
FOUR-15_036	NOR
FOUR-15_037	NOR
FOUR-15_038	NOR
FOUR-15_039	NOR
FOUR-15_040	NOR
FOUR-15_041	NOR
FOUR-15_042	NOR
FOUR-15_043	NOR
FOUR-15_044	NOR
FOUR-15_045	NOR
FOUR-15_046	NOR
FOUR-15_047	NOR
FOUR-15_048	NOR
FOUR-15_049	NOR
FOUR-15_051	NOR
FOUR-15_052	NOR
FOUR-15_053	NOR
GASP-12_001	NOR
GASP-12_002	NOR
GASP-12_003	NOR
GASP-12_004	NOR
GASP-12_005	NOR
GASP-12_006	NOR
GASP-12_007	NOR
GASP-12_008	NOR
GASP-12_010	NOR
GASP-12_011	NOR
GASP-12_012	NOR
GASP-12_013	NOR
GASP-12_014	NOR
GASP-12_015	NOR
GASP-12_016	NOR
GASP-12_017	NOR
GASP-12_018	NOR
GASP-12_019	NOR
GASP-12_020	NOR
GASP-12_021	NOR
GASP-12_022	NOR
GASP-12_023	NOR
GASP-12_024	NOR
GASP-12_025	NOR
GASP-12_026	NOR
GASP-12_027	NOR
GASP-12_029	NOR
GASP-12_030	NOR
GASP-12_031	NOR
GASP-12_032	NOR
GASP-12_033	NOR
GASP-12_034	NOR
GASP-12_035	NOR
GASP-12_036	NOR
GASP-12_037	NOR
GASP-12_038	NOR
GASP-12_039	NOR
GASP-12_040	NOR
GASP-12_041	NOR
GASP-12_042	NOR
GASP-12_043	NOR
GASP-12_044	NOR
GASP-12_045	NOR
GASP-12_046	NOR
GASP-12_047	NOR
GASP-12_048	NOR
GEOB-16_001	SOU
GEOB-16_003	SOU
GEOB-16_004	SOU
GEOB-16_005	SOU
GEOB-16_007	SOU
GEOB-16_008	SOU
GEOB-16_010	SOU
GEOB-16_011	SOU
GEOB-16_012	SOU
GEOB-16_013	SOU
GEOB-16_014	SOU
GEOB-16_015	SOU
GEOB-16_016	SOU
GEOB-16_017	SOU
GEOB-16_018	SOU
GEOB-16_021	SOU
GEOB-16_022	SOU
GEOB-16_023	SOU
GEOB-16_024	SOU
GEOB-16_025	SOU
GEOB-16_026	SOU
GEOB-16_027	SOU
GEOB-16_028	SOU
GEOB-16_029	SOU
GEOB-16_030	SOU
GEOB-16_031	SOU
GEOB-16_032	SOU
GEOB-16_033	SOU
GEOB-16_034	SOU
GEOB-16_035	SOU
GEOB-16_037	SOU
GEOB-16_038	SOU
GEOB-16_039	SOU
GEOB-16_040	SOU
GEOB-16_041	SOU
GEOB-16_042	SOU
GEOB-16_043	SOU
GEOB-16_044	SOU
GEOB-16_046	SOU
GEOB-16_047	SOU
GEOB-16_048	SOU
GEOB-16_049	SOU
GEOB-16_050	SOU
GEOB-16_051	SOU
GEOB-16_053	SOU
ISLE-15_001	SOU
ISLE-15_003	SOU
ISLE-15_004	SOU
ISLE-15_006	SOU
ISLE-15_007	SOU
ISLE-15_009	SOU
ISLE-15_010	SOU
ISLE-15_012	SOU
ISLE-15_013	SOU
ISLE-15_014	SOU
ISLE-15_015	SOU
ISLE-15_016	SOU
ISLE-15_017	SOU
ISLE-15_018	SOU
ISLE-15_019	SOU
ISLE-15_020	SOU
ISLE-15_021	SOU
ISLE-15_022	SOU
ISLE-15_023	SOU
ISLE-15_024	SOU
ISLE-15_025	SOU
ISLE-15_026	SOU
ISLE-15_027	SOU
ISLE-15_028	SOU
ISLE-15_029	SOU
ISLE-15_030	SOU
ISLE-15_031	SOU
ISLE-15_032	SOU
ISLE-15_033	SOU
ISLE-15_034	SOU
ISLE-15_035	SOU
ISLE-15_036	SOU
ISLE-15_037	SOU
ISLE-15_038	SOU
ISLE-15_039	SOU
ISLE-15_040	SOU
ISLE-15_041	SOU
ISLE-15_042	SOU
ISLE-15_043	SOU
ISLE-15_044	SOU
ISLE-15_045	SOU
ISLE-15_046	SOU
ISLE-15_047	SOU
ISLE-15_048	SOU
ISLE-15_049	SOU
LOBS-12_001	SOU
LOBS-12_002	SOU
LOBS-12_003	SOU
LOBS-12_004	SOU
LOBS-12_005	SOU
LOBS-12_007	SOU
LOBS-12_008	SOU
LOBS-12_009	SOU
LOBS-12_010	SOU
LOBS-12_011	SOU
LOBS-12_012	SOU
LOBS-12_013	SOU
LOBS-12_014	SOU
LOBS-12_015	SOU
LOBS-12_016	SOU
LOBS-12_017	SOU
LOBS-12_018	SOU
LOBS-12_019	SOU
LOBS-12_022	SOU
LOBS-12_023	SOU
LOBS-12_025	SOU
LOBS-12_026	SOU
LOBS-12_027	SOU
LOBS-12_028	SOU
LOBS-12_029	SOU
LOBS-12_030	SOU
LOBS-12_031	SOU
LOBS-12_032	SOU
LOBS-12_033	SOU
LOBS-12_034	SOU
LOBS-12_035	SOU
LOBS-12_036	SOU
LOBS-12_037	SOU
LOBS-12_038	SOU
LOBS-12_039	SOU
LOBS-12_040	SOU
LOBS-12_041	SOU
LOBS-12_042	SOU
LOBS-12_043	SOU
LOBS-12_044	SOU
LOBS-12_045	SOU
LOBS-12_046	SOU
LOBS-12_047	SOU
LOBS-15_001	SOU
LOBS-15_002	SOU
LOBS-15_003	SOU
LOBS-15_004	SOU
LOBS-15_005	SOU
LOBS-15_006	SOU
LOBS-15_008	SOU
LOBS-15_009	SOU
LOBS-15_010	SOU
LOBS-15_012	SOU
LOBS-15_013	SOU
LOBS-15_014	SOU
LOBS-15_015	SOU
LOBS-15_016	SOU
LOBS-15_017	SOU
LOBS-15_018	SOU
LOBS-15_019	SOU
LOBS-15_020	SOU
LOBS-15_021	SOU
LOBS-15_022	SOU
LOBS-15_023	SOU
LOBS-15_024	SOU
LOBS-15_025	SOU
LOBS-15_026	SOU
LOBS-15_027	SOU
LOBS-15_028	SOU
LOBS-15_029	SOU
LOBS-15_030	SOU
LOBS-15_031	SOU
LOBS-15_032	SOU
LOBS-15_033	SOU
LOBS-15_034	SOU
LOBS-15_036	SOU
LOBS-15_037	SOU
LOBS-15_038	SOU
LOBS-15_039	SOU
LOBS-15_040	SOU
LOBS-15_041	SOU
LOBS-15_042	SOU
LOBS-15_043	SOU
LOBS-15_044	SOU
LOBS-15_045	SOU
LOBS-15_046	SOU
LOBS-15_047	SOU
LOBS-15_048	SOU
LOBS-15_049	SOU
LOBS-15_050	SOU
MALP-15_001	NOR
MALP-15_002	NOR
MALP-15_003	NOR
MALP-15_004	NOR
MALP-15_006	NOR
MALP-15_007	NOR
MALP-15_008	NOR
MALP-15_009	NOR
MALP-15_010	NOR
MALP-15_011	NOR
MALP-15_012	NOR
MALP-15_013	NOR
MALP-15_014	NOR
MALP-15_015	NOR
MALP-15_016	NOR
MALP-15_017	NOR
MALP-15_018	NOR
MALP-15_019	NOR
MALP-15_020	NOR
MALP-15_021	NOR
MALP-15_022	NOR
MALP-15_023	NOR
MALP-15_024	NOR
MALP-15_025	NOR
MALP-15_026	NOR
MALP-15_027	NOR
MALP-15_028	NOR
MALP-15_029	NOR
MALP-15_030	NOR
MALP-15_031	NOR
MALP-15_032	NOR
MALP-15_034	NOR
MALP-15_035	NOR
MALP-15_036	NOR
MALP-15_038	NOR
MALP-15_039	NOR
MALP-15_040	NOR
MALP-15_043	NOR
MALP-15_044	NOR
MALP-15_045	NOR
MALP-15_046	NOR
MALP-15_047	NOR
MALP-15_049	NOR
MALP-15_050	NOR
MALP-15_051	NOR
MALP-15_052	NOR
MALP-15_054	NOR
MALP-15_057	NOR
MARX-16_002	SOU
MARX-16_004	SOU
MARX-16_005	SOU
MARX-16_006	SOU
MARX-16_007	SOU
MARX-16_008	SOU
MARX-16_009	SOU
MARX-16_012	SOU
MARX-16_015	SOU
MARX-16_016	SOU
MARX-16_019	SOU
MARX-16_020	SOU
MARX-16_021	SOU
MARX-16_022	SOU
MARX-16_024	SOU
MARX-16_027	SOU
MARX-16_028	SOU
MARX-16_029	SOU
MARX-16_031	SOU
MARX-16_032	SOU
MARX-16_033	SOU
MARX-16_034	SOU
MARX-16_035	SOU
MARX-16_037	SOU
MARX-16_039	SOU
MARX-16_044	SOU
MARX-16_046	SOU
MUSQ-15_001	SOU
MUSQ-15_002	SOU
MUSQ-15_003	SOU
MUSQ-15_004	SOU
MUSQ-15_005	SOU
MUSQ-15_006	SOU
MUSQ-15_007	SOU
MUSQ-15_008	SOU
MUSQ-15_010	SOU
MUSQ-15_011	SOU
MUSQ-15_012	SOU
MUSQ-15_013	SOU
MUSQ-15_014	SOU
MUSQ-15_015	SOU
MUSQ-15_017	SOU
MUSQ-15_018	SOU
MUSQ-15_019	SOU
MUSQ-15_020	SOU
MUSQ-15_021	SOU
MUSQ-15_022	SOU
MUSQ-15_023	SOU
MUSQ-15_024	SOU
MUSQ-15_025	SOU
MUSQ-15_026	SOU
MUSQ-15_027	SOU
MUSQ-15_028	SOU
MUSQ-15_029	SOU
MUSQ-15_030	SOU
MUSQ-15_031	SOU
MUSQ-15_032	SOU
MUSQ-15_035	SOU
MUSQ-15_036	SOU
MUSQ-15_037	SOU
MUSQ-15_038	SOU
MUSQ-15_039	SOU
MUSQ-15_040	SOU
MUSQ-15_041	SOU
MUSQ-15_042	SOU
MUSQ-15_043	SOU
MUSQ-15_044	SOU
MUSQ-15_045	SOU
MUSQ-15_046	SOU
MUSQ-15_047	SOU
MUSQ-15_048	SOU
MUSQ-15_049	SOU
MUSQ-15_050	SOU
MUSQ-15_051	SOU
MUSQ-15_052	SOU
MUSQ-15_053	SOU
MUSQ-15_054	SOU
MUSQ-15_055	SOU
MUSQ-15_056	SOU
MUSQ-15_057	SOU
NANT-16_001	SOU
NANT-16_002	SOU
NANT-16_003	SOU
NANT-16_004	SOU
NANT-16_005	SOU
NANT-16_006	SOU
NANT-16_007	SOU
NANT-16_008	SOU
NANT-16_010	SOU
NANT-16_011	SOU
NANT-16_012	SOU
NANT-16_013	SOU
NANT-16_015	SOU
NANT-16_016	SOU
NANT-16_019	SOU
NANT-16_020	SOU
NANT-16_021	SOU
NANT-16_022	SOU
NANT-16_023	SOU
NANT-16_024	SOU
NANT-16_025	SOU
NANT-16_026	SOU
NANT-16_028	SOU
NANT-16_029	SOU
NANT-16_030	SOU
NANT-16_032	SOU
NANT-16_033	SOU
NANT-16_034	SOU
NANT-16_035	SOU
NANT-16_038	SOU
NANT-16_039	SOU
NANT-16_050	SOU
NANT-16_051	SOU
NANT-16_052	SOU
NANT-16_053	SOU
NANT-16_054	SOU
NANT-16_055	SOU
NANT-16_056	SOU
NANT-16_057	SOU
NEGU-15_001	NOR
NEGU-15_002	NOR
NEGU-15_003	NOR
NEGU-15_004	NOR
NEGU-15_005	NOR
NEGU-15_006	NOR
NEGU-15_008	NOR
NEGU-15_009	NOR
NEGU-15_010	NOR
NEGU-15_011	NOR
NEGU-15_012	NOR
NEGU-15_013	NOR
NEGU-15_014	NOR
NEGU-15_015	NOR
NEGU-15_016	NOR
NEGU-15_017	NOR
NEGU-15_019	NOR
NEGU-15_021	NOR
NEGU-15_022	NOR
NEGU-15_023	NOR
NEGU-15_024	NOR
NEGU-15_025	NOR
NEGU-15_026	NOR
NEGU-15_027	NOR
NEGU-15_028	NOR
NEGU-15_029	NOR
NEGU-15_031	NOR
NEGU-15_032	NOR
NEGU-15_033	NOR
NEGU-15_036	NOR
NEGU-15_037	NOR
NEGU-15_038	NOR
NEGU-15_039	NOR
NEGU-15_041	NOR
NEGU-15_042	NOR
NEGU-15_043	NOR
NEGU-15_044	NOR
NEGU-15_045	NOR
NEGU-15_046	NOR
NEGU-15_047	NOR
NEGU-15_048	NOR
NORT-12_001	SOU
NORT-12_003	SOU
NORT-12_004	SOU
NORT-12_005	SOU
NORT-12_006	SOU
NORT-12_007	SOU
NORT-12_008	SOU
NORT-12_009	SOU
NORT-12_010	SOU
NORT-12_011	SOU
NORT-12_013	SOU
NORT-12_014	SOU
NORT-12_015	SOU
NORT-12_016	SOU
NORT-12_017	SOU
NORT-12_018	SOU
NORT-12_019	SOU
NORT-12_020	SOU
NORT-12_021	SOU
NORT-12_024	SOU
NORT-12_026	SOU
NORT-12_027	SOU
NORT-12_028	SOU
NORT-12_029	SOU
NORT-12_030	SOU
NORT-12_031	SOU
NORT-12_032	SOU
NORT-12_033	SOU
NORT-12_034	SOU
NORT-12_035	SOU
NORT-12_037	SOU
NORT-12_038	SOU
NORT-12_039	SOU
NORT-12_040	SOU
NORT-12_044	SOU
NORT-12_047	SOU
NORT-12_048	SOU
OFF2-12_001	SOU
OFF2-12_002	SOU
OFF2-12_003	SOU
OFF2-12_004	SOU
OFF2-12_005	SOU
OFF2-12_006	SOU
OFF2-12_008	SOU
OFF2-12_009	SOU
OFF2-12_010	SOU
OFF2-12_011	SOU
OFF2-12_012	SOU
OFF2-12_013	SOU
OFF2-12_014	SOU
OFF2-12_016	SOU
OFF2-12_017	SOU
OFF2-12_019	SOU
OFF2-12_020	SOU
OFF2-12_021	SOU
OFF2-12_022	SOU
OFF2-12_023	SOU
OFF2-12_025	SOU
OFF2-12_027	SOU
OFF2-12_028	SOU
OFF2-12_029	SOU
OFF2-12_030	SOU
OFF2-12_031	SOU
OFF2-12_032	SOU
OFF2-12_033	SOU
OFF2-12_034	SOU
OFF2-12_035	SOU
OFF2-12_036	SOU
OFF2-12_037	SOU
OFF2-12_038	SOU
OFF2-12_039	SOU
OFF2-12_040	SOU
OFF2-12_041	SOU
OFF2-12_042	SOU
OFF2-12_043	SOU
OFF2-12_044	SOU
OFF2-12_045	SOU
OFF2-12_046	SOU
OFF2-12_047	SOU
OFF2-12_048	SOU
OFF3-12_001	SOU
OFF3-12_003	SOU
OFF3-12_004	SOU
OFF3-12_005	SOU
OFF3-12_006	SOU
OFF3-12_008	SOU
OFF3-12_009	SOU
OFF3-12_010	SOU
OFF3-12_012	SOU
OFF3-12_013	SOU
OFF3-12_014	SOU
OFF3-12_015	SOU
OFF3-12_016	SOU
OFF3-12_017	SOU
OFF3-12_018	SOU
OFF3-12_019	SOU
OFF3-12_020	SOU
OFF3-12_021	SOU
OFF3-12_022	SOU
OFF3-12_023	SOU
OFF3-12_024	SOU
OFF3-12_025	SOU
OFF3-12_027	SOU
OFF3-12_028	SOU
OFF3-12_029	SOU
OFF3-12_030	SOU
OFF3-12_031	SOU
OFF3-12_032	SOU
OFF3-12_033	SOU
OFF3-12_034	SOU
OFF3-12_036	SOU
OFF3-12_037	SOU
OFF3-12_038	SOU
OFF3-12_039	SOU
OFF3-12_040	SOU
OFF3-12_041	SOU
OFF3-12_042	SOU
OFF3-12_045	SOU
OFF3-12_046	SOU
OFF3-12_047	SOU
OFF3-12_048	SOU
PASS-15_001	SOU
PASS-15_002	SOU
PASS-15_003	SOU
PASS-15_004	SOU
PASS-15_005	SOU
PASS-15_006	SOU
PASS-15_007	SOU
PASS-15_008	SOU
PASS-15_009	SOU
PASS-15_010	SOU
PASS-15_011	SOU
PASS-15_012	SOU
PASS-15_013	SOU
PASS-15_014	SOU
PASS-15_015	SOU
PASS-15_017	SOU
PASS-15_018	SOU
PASS-15_019	SOU
PASS-15_020	SOU
PASS-15_021	SOU
PASS-15_022	SOU
PASS-15_023	SOU
PASS-15_024	SOU
PASS-15_025	SOU
PASS-15_026	SOU
PASS-15_027	SOU
PASS-15_028	SOU
PASS-15_029	SOU
PASS-15_030	SOU
PASS-15_031	SOU
PASS-15_032	SOU
PASS-15_033	SOU
PASS-15_034	SOU
PASS-15_035	SOU
PASS-15_036	SOU
PASS-15_037	SOU
PASS-15_038	SOU
PASS-15_039	SOU
PASS-15_040	SOU
PASS-15_041	SOU
PASS-15_042	SOU
PASS-15_043	SOU
PASS-15_044	SOU
PASS-15_045	SOU
PASS-15_046	SOU
PASS-15_047	SOU
PASS-15_048	SOU
PASS-15_049	SOU
PASS-15_050	SOU
PASS-15_051	SOU
PASS-15_052	SOU
PASS-15_053	SOU
PLAC-16_001	NOR
PLAC-16_002	NOR
PLAC-16_003	NOR
PLAC-16_004	NOR
PLAC-16_006	NOR
PLAC-16_007	NOR
PLAC-16_010	NOR
PLAC-16_011	NOR
PLAC-16_012	NOR
PLAC-16_013	NOR
PLAC-16_014	NOR
PLAC-16_015	NOR
PLAC-16_016	NOR
PLAC-16_017	NOR
PLAC-16_018	NOR
PLAC-16_019	NOR
PLAC-16_020	NOR
PLAC-16_021	NOR
PLAC-16_022	NOR
PLAC-16_023	NOR
PLAC-16_024	NOR
PLAC-16_025	NOR
PLAC-16_026	NOR
PLAC-16_027	NOR
PLAC-16_028	NOR
PLYX-15_001	SOU
PLYX-15_003	SOU
PLYX-15_004	SOU
PLYX-15_005	SOU
PLYX-15_007	SOU
PLYX-15_008	SOU
PLYX-15_009	SOU
PLYX-15_010	SOU
PLYX-15_011	SOU
PLYX-15_012	SOU
PLYX-15_013	SOU
PLYX-15_014	SOU
PLYX-15_015	SOU
PLYX-15_017	SOU
PLYX-15_018	SOU
PLYX-15_019	SOU
PLYX-15_020	SOU
PLYX-15_021	SOU
PLYX-15_023	SOU
PLYX-15_025	SOU
PLYX-15_026	SOU
PLYX-15_027	SOU
PLYX-15_028	SOU
PLYX-15_029	SOU
PLYX-15_030	SOU
PLYX-15_033	SOU
PLYX-15_034	SOU
PLYX-15_035	SOU
PLYX-15_036	SOU
PLYX-15_037	SOU
POBA-16_001	NOR
POBA-16_003	NOR
POBA-16_004	NOR
POBA-16_005	NOR
POBA-16_006	NOR
POBA-16_007	NOR
POBA-16_008	NOR
POBA-16_009	NOR
POBA-16_010	NOR
POBA-16_011	NOR
POBA-16_012	NOR
POBA-16_013	NOR
POBA-16_014	NOR
POBA-16_015	NOR
POBA-16_016	NOR
POBA-16_017	NOR
POBA-16_018	NOR
POBA-16_019	NOR
POBA-16_020	NOR
POBA-16_021	NOR
POBA-16_022	NOR
POBA-16_024	NOR
POBA-16_025	NOR
POBA-16_026	NOR
POBA-16_027	NOR
POBA-16_028	NOR
POBA-16_029	NOR
POBA-16_030	NOR
POBA-16_031	NOR
POBA-16_032	NOR
POBA-16_033	NOR
POBA-16_034	NOR
POBA-16_036	NOR
POBA-16_038	NOR
POBA-16_039	NOR
POBA-16_040	NOR
POBA-16_041	NOR
POBA-16_042	NOR
POBA-16_043	NOR
POBA-16_044	NOR
POBA-16_045	NOR
POIN-15_001	NOR
POIN-15_002	NOR
POIN-15_003	NOR
POIN-15_004	NOR
POIN-15_005	NOR
POIN-15_006	NOR
POIN-15_008	NOR
POIN-15_009	NOR
POIN-15_010	NOR
POIN-15_011	NOR
POIN-15_012	NOR
POIN-15_013	NOR
POIN-15_014	NOR
POIN-15_015	NOR
POIN-15_016	NOR
POIN-15_017	NOR
POIN-15_018	NOR
POIN-15_019	NOR
POIN-15_021	NOR
POIN-15_022	NOR
POIN-15_023	NOR
POIN-15_025	NOR
POIN-15_026	NOR
POIN-15_027	NOR
POIN-15_028	NOR
POIN-15_029	NOR
POIN-15_030	NOR
POIN-15_031	NOR
POIN-15_032	NOR
POIN-15_033	NOR
POIN-15_035	NOR
POIN-15_036	NOR
POIN-15_037	NOR
POIN-15_039	NOR
POIN-15_040	NOR
POIN-15_041	NOR
POIN-15_043	NOR
POIN-15_045	NOR
POIN-15_047	NOR
POIN-15_049	NOR
POIN-15_050	NOR
POIN-15_051	NOR
POIN-15_052	NOR
POIN-15_053	NOR
POIN-15_054	NOR
PORM-15_001	SOU
PORM-15_002	SOU
PORM-15_003	SOU
PORM-15_004	SOU
PORM-15_005	SOU
PORM-15_006	SOU
PORM-15_007	SOU
PORM-15_008	SOU
PORM-15_009	SOU
PORM-15_010	SOU
PORM-15_011	SOU
PORM-15_012	SOU
PORM-15_013	SOU
PORM-15_014	SOU
PORM-15_015	SOU
PORM-15_016	SOU
PORM-15_017	SOU
PORM-15_018	SOU
PORM-15_019	SOU
PORM-15_020	SOU
PORM-15_021	SOU
PORM-15_022	SOU
PORM-15_023	SOU
PORM-15_024	SOU
PORM-15_025	SOU
PORM-15_026	SOU
PORM-15_027	SOU
PORM-15_029	SOU
PORM-15_030	SOU
PORM-15_031	SOU
PORM-15_032	SOU
PORM-15_033	SOU
PORM-15_034	SOU
PORM-15_035	SOU
PORM-15_036	SOU
PORM-15_037	SOU
PORM-15_038	SOU
PORM-15_039	SOU
PORM-15_040	SOU
PORM-15_041	SOU
PORM-15_042	SOU
PORM-15_043	SOU
PORM-15_044	SOU
PORM-15_045	SOU
PORM-15_046	SOU
PORM-15_047	SOU
PORM-15_048	SOU
PORT-12_001	NOR
PORT-12_002	NOR
PORT-12_003	NOR
PORT-12_004	NOR
PORT-12_005	NOR
PORT-12_006	NOR
PORT-12_007	NOR
PORT-12_008	NOR
PORT-12_009	NOR
PORT-12_010	NOR
PORT-12_011	NOR
PORT-12_012	NOR
PORT-12_013	NOR
PORT-12_014	NOR
PORT-12_015	NOR
PORT-12_016	NOR
PORT-12_017	NOR
PORT-12_018	NOR
PORT-12_019	NOR
PORT-12_020	NOR
PORT-12_021	NOR
PORT-12_022	NOR
PORT-12_023	NOR
PORT-12_024	NOR
PORT-12_025	NOR
PORT-12_026	NOR
PORT-12_027	NOR
PORT-12_028	NOR
PORT-12_032	NOR
PORT-12_033	NOR
PORT-12_034	NOR
PORT-12_035	NOR
PORT-12_036	NOR
PORT-12_037	NOR
PORT-12_038	NOR
PORT-12_039	NOR
PORT-12_041	NOR
PORT-12_042	NOR
PORT-12_043	NOR
PORT-12_044	NOR
PORT-12_045	NOR
PORT-12_046	NOR
PORT-12_047	NOR
PORT-12_048	NOR
ROCK-16_001	NOR
ROCK-16_002	NOR
ROCK-16_003	NOR
ROCK-16_005	NOR
ROCK-16_006	NOR
ROCK-16_007	NOR
ROCK-16_008	NOR
ROCK-16_009	NOR
ROCK-16_010	NOR
ROCK-16_011	NOR
ROCK-16_014	NOR
ROCK-16_015	NOR
ROCK-16_016	NOR
ROCK-16_017	NOR
ROCK-16_018	NOR
ROCK-16_019	NOR
ROCK-16_020	NOR
ROCK-16_021	NOR
ROCK-16_022	NOR
ROCK-16_023	NOR
ROCK-16_025	NOR
ROCK-16_026	NOR
ROCK-16_027	NOR
ROCK-16_029	NOR
ROCK-16_030	NOR
ROCK-16_031	NOR
ROCK-16_032	NOR
ROCK-16_033	NOR
ROCK-16_034	NOR
ROCK-16_036	NOR
ROCK-16_037	NOR
ROCK-16_038	NOR
ROCK-16_039	NOR
ROCK-16_040	NOR
ROCK-16_041	NOR
ROCK-16_042	NOR
ROCK-16_043	NOR
ROCK-16_044	NOR
ROCK-16_045	NOR
ROCK-16_047	NOR
ROCK-16_049	NOR
ROCK-16_051	NOR
ROCK-16_052	NOR
ROCK-16_053	NOR
ROCK-16_054	NOR
ROCK-16_055	NOR
ROCK-16_056	NOR
ROCK-16_057	NOR
SEAL-12_001	SOU
SEAL-12_002	SOU
SEAL-12_003	SOU
SEAL-12_004	SOU
SEAL-12_009	SOU
SEAL-12_014	SOU
SEAL-12_016	SOU
SEAL-12_017	SOU
SEAL-12_020	SOU
SEAL-12_021	SOU
SEAL-12_023	SOU
SEAL-12_024	SOU
SEAL-12_025	SOU
SEAL-12_027	SOU
SEAL-12_028	SOU
SEAL-12_029	SOU
SEAL-12_030	SOU
SEAL-12_031	SOU
SEAL-12_032	SOU
SEAL-12_033	SOU
SEAL-12_034	SOU
SEAL-12_036	SOU
SEAL-12_038	SOU
SEAL-12_039	SOU
SEAL-12_040	SOU
