INDIVIDUALS	STRATA
SEAL-12_041	SOU
SEAL-12_042	SOU
SEAL-12_045	SOU
SEAL-12_047	SOU
SEAL-12_048	SOU
SEAL-15_001	SOU
SEAL-15_002	SOU
SEAL-15_003	SOU
SEAL-15_004	SOU
SEAL-15_005	SOU
SEAL-15_006	SOU
SEAL-15_007	SOU
SEAL-15_008	SOU
SEAL-15_009	SOU
SEAL-15_010	SOU
SEAL-15_011	SOU
SEAL-15_012	SOU
SEAL-15_013	SOU
SEAL-15_014	SOU
SEAL-15_015	SOU
SEAL-15_016	SOU
SEAL-15_017	SOU
SEAL-15_018	SOU
SEAL-15_019	SOU
SEAL-15_020	SOU
SEAL-15_021	SOU
SEAL-15_022	SOU
SEAL-15_024	SOU
SEAL-15_025	SOU
SEAL-15_026	SOU
SEAL-15_027	SOU
SEAL-15_028	SOU
SEAL-15_029	SOU
SEAL-15_031	SOU
SEAL-15_032	SOU
SEAL-15_033	SOU
SEAL-15_034	SOU
SEAL-15_035	SOU
SEAL-15_036	SOU
SEAL-15_037	SOU
SEAL-15_038	SOU
SEAL-15_039	SOU
SEAL-15_040	SOU
SEAL-15_041	SOU
SEAL-15_042	SOU
SEAL-15_043	SOU
SEAL-15_044	SOU
SEAL-15_045	SOU
SEAL-15_046	SOU
SEAL-15_047	SOU
SEAL-15_048	SOU
SEPX-15_005	NOR
SEPX-15_010	NOR
SEPX-15_011	NOR
SEPX-15_012	NOR
SEPX-15_013	NOR
SEPX-15_014	NOR
SEPX-15_015	NOR
SEPX-15_016	NOR
SEPX-15_017	NOR
SEPX-15_018	NOR
SEPX-15_019	NOR
SEPX-15_021	NOR
SEPX-15_022	NOR
SEPX-15_023	NOR
SEPX-15_025	NOR
SEPX-15_028	NOR
SEPX-15_029	NOR
SEPX-15_030	NOR
SEPX-15_031	NOR
SEPX-15_032	NOR
SEPX-15_033	NOR
SEPX-15_034	NOR
SEPX-15_055	NOR
SEPX-15_056	NOR
SEPX-15_057	NOR
SHED-15_001	NOR
SHED-15_002	NOR
SHED-15_003	NOR
SHED-15_004	NOR
SHED-15_005	NOR
SHED-15_006	NOR
SHED-15_008	NOR
SHED-15_009	NOR
SHED-15_010	NOR
SHED-15_011	NOR
SHED-15_012	NOR
SHED-15_013	NOR
SHED-15_014	NOR
SHED-15_015	NOR
SHED-15_018	NOR
SHED-15_019	NOR
SHED-15_020	NOR
SHED-15_021	NOR
SHED-15_022	NOR
SHED-15_023	NOR
SHED-15_025	NOR
SHED-15_026	NOR
SHED-15_028	NOR
SHED-15_029	NOR
SHED-15_030	NOR
SHED-15_031	NOR
SHED-15_032	NOR
SHED-15_034	NOR
SHED-15_035	NOR
SHED-15_036	NOR
SHED-15_037	NOR
SHED-15_038	NOR
SHED-15_039	NOR
SHED-15_041	NOR
SHED-15_042	NOR
SHED-15_043	NOR
SHED-15_044	NOR
SHED-15_045	NOR
SHED-15_046	NOR
SHED-15_047	NOR
SHED-15_048	NOR
SHED-15_049	NOR
SHED-15_050	NOR
SHED-15_051	NOR
SHED-15_052	NOR
SHED-15_053	NOR
SHED-15_054	NOR
SHED-15_055	NOR
SHED-15_056	NOR
SHED-15_057	NOR
SIDN-12_001	NOR
SIDN-12_002	NOR
SIDN-12_003	NOR
SIDN-12_004	NOR
SIDN-12_005	NOR
SIDN-12_006	NOR
SIDN-12_007	NOR
SIDN-12_008	NOR
SIDN-12_009	NOR
SIDN-12_010	NOR
SIDN-12_011	NOR
SIDN-12_012	NOR
SIDN-12_013	NOR
SIDN-12_014	NOR
SIDN-12_015	NOR
SIDN-12_016	NOR
SIDN-12_017	NOR
SIDN-12_018	NOR
SIDN-12_019	NOR
SIDN-12_020	NOR
SIDN-12_021	NOR
SIDN-12_022	NOR
SIDN-12_023	NOR
SIDN-12_024	NOR
SIDN-12_025	NOR
SIDN-12_026	NOR
SIDN-12_027	NOR
SIDN-12_028	NOR
SIDN-12_029	NOR
SIDN-12_030	NOR
SIDN-12_031	NOR
SIDN-12_032	NOR
SIDN-12_033	NOR
SIDN-12_034	NOR
SIDN-12_035	NOR
SIDN-12_036	NOR
SIDN-12_037	NOR
SIDN-12_038	NOR
SIDN-12_039	NOR
SIDN-12_040	NOR
SIDN-12_041	NOR
SIDN-12_042	NOR
SIDN-12_043	NOR
SIDN-12_044	NOR
SIDN-12_045	NOR
SIDN-12_046	NOR
SIDN-12_047	NOR
SIDN-12_048	NOR
SJHB-12_001	SOU
SJHB-12_002	SOU
SJHB-12_003	SOU
SJHB-12_004	SOU
SJHB-12_005	SOU
SJHB-12_006	SOU
SJHB-12_007	SOU
SJHB-12_008	SOU
SJHB-12_009	SOU
SJHB-12_010	SOU
SJHB-12_011	SOU
SJHB-12_012	SOU
SJHB-12_013	SOU
SJHB-12_014	SOU
SJHB-12_015	SOU
SJHB-12_016	SOU
SJHB-12_017	SOU
SJHB-12_018	SOU
SJHB-12_020	SOU
SJHB-12_021	SOU
SJHB-12_022	SOU
SJHB-12_023	SOU
SJHB-12_024	SOU
SJHB-12_025	SOU
SJHB-12_026	SOU
SJHB-12_027	SOU
SJHB-12_028	SOU
SJHB-12_029	SOU
SJHB-12_030	SOU
SJHB-12_031	SOU
SJHB-12_032	SOU
SJHB-12_037	SOU
SJHB-12_038	SOU
SJHB-12_039	SOU
SJHB-12_040	SOU
SJHB-12_041	SOU
SJHB-12_042	SOU
SJHB-12_043	SOU
SJHB-12_044	SOU
SJHB-12_045	SOU
SJHB-12_048	SOU
SJHB-15_001	SOU
SJHB-15_002	SOU
SJHB-15_003	SOU
SJHB-15_004	SOU
SJHB-15_005	SOU
SJHB-15_006	SOU
SJHB-15_007	SOU
SJHB-15_008	SOU
SJHB-15_009	SOU
SJHB-15_010	SOU
SJHB-15_011	SOU
SJHB-15_012	SOU
SJHB-15_013	SOU
SJHB-15_014	SOU
SJHB-15_015	SOU
SJHB-15_016	SOU
SJHB-15_017	SOU
SJHB-15_018	SOU
SJHB-15_019	SOU
SJHB-15_020	SOU
SJHB-15_021	SOU
SJHB-15_022	SOU
SJHB-15_023	SOU
SJHB-15_024	SOU
SJHB-15_025	SOU
SJHB-15_026	SOU
SJHB-15_027	SOU
SJHB-15_028	SOU
SJHB-15_029	SOU
SJHB-15_030	SOU
SJHB-15_031	SOU
SJHB-15_032	SOU
SJHB-15_033	SOU
SJHB-15_034	SOU
SJHB-15_035	SOU
SJHB-15_036	SOU
SJHB-15_037	SOU
SJHB-15_038	SOU
SJHB-15_039	SOU
SJHB-15_040	SOU
SJHB-15_041	SOU
SJHB-15_042	SOU
SJHB-15_043	SOU
SJHB-15_044	SOU
SJHB-15_045	SOU
SJHB-15_046	SOU
SJHB-15_047	SOU
SJHB-15_048	SOU
SOUR-15_001	NOR
SOUR-15_002	NOR
SOUR-15_003	NOR
SOUR-15_004	NOR
SOUR-15_005	NOR
SOUR-15_006	NOR
SOUR-15_007	NOR
SOUR-15_008	NOR
SOUR-15_009	NOR
SOUR-15_010	NOR
SOUR-15_011	NOR
SOUR-15_012	NOR
SOUR-15_013	NOR
SOUR-15_015	NOR
SOUR-15_016	NOR
SOUR-15_017	NOR
SOUR-15_018	NOR
SOUR-15_019	NOR
SOUR-15_020	NOR
SOUR-15_021	NOR
SOUR-15_022	NOR
SOUR-15_023	NOR
SOUR-15_024	NOR
SOUR-15_025	NOR
SOUR-15_026	NOR
SOUR-15_027	NOR
SOUR-15_028	NOR
SOUR-15_029	NOR
SOUR-15_030	NOR
SOUR-15_031	NOR
SOUR-15_032	NOR
SOUR-15_033	NOR
SOUR-15_034	NOR
SOUR-15_036	NOR
SOUR-15_037	NOR
SOUR-15_038	NOR
SOUR-15_039	NOR
SOUR-15_040	NOR
SOUR-15_041	NOR
SOUR-15_042	NOR
SOUR-15_043	NOR
SOUR-15_044	NOR
SOUR-15_045	NOR
SOUR-15_046	NOR
SOUR-15_047	NOR
SOUR-15_049	NOR
SOUR-15_050	NOR
SOUR-15_051	NOR
SOUR-15_052	NOR
SOUR-15_053	NOR
STGB-12_001	NOR
STGB-12_002	NOR
STGB-12_003	NOR
STGB-12_004	NOR
STGB-12_007	NOR
STGB-12_009	NOR
STGB-12_010	NOR
STGB-12_011	NOR
STGB-12_013	NOR
STGB-12_017	NOR
STGB-12_020	NOR
STGB-12_021	NOR
STGB-12_022	NOR
STGB-12_023	NOR
STGB-12_025	NOR
STGB-12_026	NOR
STGB-12_028	NOR
STGB-12_029	NOR
STGB-12_030	NOR
STGB-12_031	NOR
STGB-12_032	NOR
STGB-12_033	NOR
STGB-12_036	NOR
STGB-12_037	NOR
STGB-12_038	NOR
STGB-12_039	NOR
STGB-12_040	NOR
STGB-12_041	NOR
STGB-12_042	NOR
STGB-12_043	NOR
STGB-12_044	NOR
STGB-12_046	NOR
STGB-12_047	NOR
STGB-12_048	NOR
STGM-15_001	NOR
STGM-15_002	NOR
STGM-15_003	NOR
STGM-15_004	NOR
STGM-15_005	NOR
STGM-15_006	NOR
STGM-15_007	NOR
STGM-15_008	NOR
STGM-15_009	NOR
STGM-15_010	NOR
STGM-15_011	NOR
STGM-15_012	NOR
STGM-15_013	NOR
STGM-15_014	NOR
STGM-15_015	NOR
STGM-15_016	NOR
STGM-15_017	NOR
STGM-15_018	NOR
STGM-15_019	NOR
STGM-15_020	NOR
STGM-15_021	NOR
STGM-15_022	NOR
STGM-15_023	NOR
STGM-15_024	NOR
STGM-15_025	NOR
STGM-15_028	NOR
STGM-15_029	NOR
STGM-15_030	NOR
STGM-15_031	NOR
STGM-15_032	NOR
STGM-15_033	NOR
STGM-15_034	NOR
STGM-15_035	NOR
STGM-15_036	NOR
STGM-15_037	NOR
STGM-15_038	NOR
STGM-15_039	NOR
STGM-15_040	NOR
STGM-15_041	NOR
STGM-15_042	NOR
STGM-15_043	NOR
STGM-15_044	NOR
STGM-15_045	NOR
STGM-15_046	NOR
STGM-15_047	NOR
STGM-15_049	NOR
STGM-15_050	NOR
STGM-15_051	NOR
STGM-15_052	NOR
STGM-15_053	NOR
STJI-12_001	NOR
STJI-12_002	NOR
STJI-12_003	NOR
STJI-12_004	NOR
STJI-12_005	NOR
STJI-12_006	NOR
STJI-12_007	NOR
STJI-12_008	NOR
STJI-12_010	NOR
STJI-12_011	NOR
STJI-12_013	NOR
STJI-12_014	NOR
STJI-12_016	NOR
STJI-12_017	NOR
STJI-12_018	NOR
STJI-12_019	NOR
STJI-12_020	NOR
STJI-12_021	NOR
STJI-12_022	NOR
STJI-12_023	NOR
STJI-12_024	NOR
STJI-12_025	NOR
STJI-12_027	NOR
STJI-12_029	NOR
STJI-12_030	NOR
STJI-12_031	NOR
STJI-12_032	NOR
STJI-12_033	NOR
STJI-12_034	NOR
STJI-12_035	NOR
STJI-12_037	NOR
STJI-12_039	NOR
STJI-12_040	NOR
STJI-12_041	NOR
STJI-12_042	NOR
STJI-12_043	NOR
STJI-12_044	NOR
STJI-12_045	NOR
STJI-12_046	NOR
STJI-12_047	NOR
STJI-12_048	NOR
STMB-15_001	SOU
STMB-15_002	SOU
STMB-15_003	SOU
STMB-15_004	SOU
STMB-15_005	SOU
STMB-15_006	SOU
STMB-15_007	SOU
STMB-15_008	SOU
STMB-15_009	SOU
STMB-15_010	SOU
STMB-15_011	SOU
STMB-15_012	SOU
STMB-15_013	SOU
STMB-15_014	SOU
STMB-15_015	SOU
STMB-15_016	SOU
STMB-15_017	SOU
STMB-15_018	SOU
STMB-15_019	SOU
STMB-15_020	SOU
STMB-15_021	SOU
STMB-15_022	SOU
STMB-15_023	SOU
STMB-15_024	SOU
STMB-15_025	SOU
STMB-15_026	SOU
STMB-15_027	SOU
STMB-15_028	SOU
STMB-15_029	SOU
STMB-15_030	SOU
STMB-15_031	SOU
STMB-15_032	SOU
STMB-15_033	SOU
STMB-15_034	SOU
STMB-15_035	SOU
STMB-15_036	SOU
STMB-15_039	SOU
STMB-15_040	SOU
STMB-15_041	SOU
STMB-15_042	SOU
STMB-15_043	SOU
STMB-15_044	SOU
STMB-15_045	SOU
STMB-15_046	SOU
STMB-15_048	SOU
T1P1-16_001	NOR
T1P1-16_002	NOR
T1P1-16_003	NOR
T1P1-16_004	NOR
T1P1-16_005	NOR
T1P1-16_006	NOR
T1P1-16_007	NOR
T1P1-16_008	NOR
T1P1-16_009	NOR
T1P1-16_010	NOR
T1P1-16_011	NOR
T1P1-16_014	NOR
T1P1-16_015	NOR
T1P1-16_016	NOR
T1P1-16_017	NOR
T1P1-16_018	NOR
T1P1-16_019	NOR
T1P1-16_020	NOR
T1P1-16_021	NOR
T1P1-16_022	NOR
T1P1-16_023	NOR
T1P1-16_024	NOR
T1P1-16_025	NOR
T1P1-16_026	NOR
T1P1-16_027	NOR
T1P1-16_028	NOR
T1P1-16_029	NOR
T1P1-16_030	NOR
T1P1-16_031	NOR
T1P1-16_032	NOR
T1P1-16_033	NOR
T1P1-16_034	NOR
T1P1-16_035	NOR
T1P1-16_036	NOR
T1P1-16_037	NOR
T1P1-16_038	NOR
T1P1-16_039	NOR
T1P1-16_040	NOR
T1P1-16_041	NOR
T1P1-16_042	NOR
T1P1-16_043	NOR
T1P1-16_044	NOR
T1P1-16_045	NOR
T1P1-16_046	NOR
T1P1-16_047	NOR
T1P1-16_048	NOR
T1P1-16_049	NOR
T1P1-16_050	NOR
T1P1-16_052	NOR
T1P1-16_054	NOR
T1P1-16_055	NOR
T1P1-16_056	NOR
T1P1-16_057	NOR
T1P2-16_001	NOR
T1P2-16_002	NOR
T1P2-16_003	NOR
T1P2-16_004	NOR
T1P2-16_005	NOR
T1P2-16_006	NOR
T1P2-16_007	NOR
T1P2-16_008	NOR
T1P2-16_009	NOR
T1P2-16_010	NOR
T1P2-16_011	NOR
T1P2-16_012	NOR
T1P2-16_013	NOR
T1P2-16_014	NOR
T1P2-16_015	NOR
T1P2-16_016	NOR
T1P2-16_017	NOR
T1P2-16_018	NOR
T1P2-16_019	NOR
T1P2-16_020	NOR
T1P2-16_021	NOR
T1P2-16_022	NOR
T1P2-16_023	NOR
T1P2-16_024	NOR
T1P2-16_025	NOR
T1P2-16_026	NOR
T1P2-16_027	NOR
T1P2-16_028	NOR
T1P2-16_029	NOR
T1P2-16_030	NOR
T1P2-16_031	NOR
T1P2-16_033	NOR
T1P2-16_034	NOR
T1P2-16_035	NOR
T1P2-16_036	NOR
T1P2-16_037	NOR
T1P2-16_038	NOR
T1P2-16_039	NOR
T1P2-16_040	NOR
T1P2-16_041	NOR
T1P2-16_042	NOR
T1P2-16_043	NOR
T1P2-16_044	NOR
T1P2-16_045	NOR
T1P2-16_046	NOR
T1P2-16_047	NOR
T1P2-16_048	NOR
T1P2-16_049	NOR
T1P2-16_050	NOR
T1P2-16_052	NOR
T1P2-16_053	NOR
T1P2-16_054	NOR
T1P2-16_055	NOR
T1P2-16_056	NOR
T1P2-16_057	NOR
T1P3-16_001	NOR
T1P3-16_002	NOR
T1P3-16_003	NOR
T1P3-16_004	NOR
T1P3-16_005	NOR
T1P3-16_006	NOR
T1P3-16_007	NOR
T1P3-16_008	NOR
T1P3-16_009	NOR
T1P3-16_010	NOR
T1P3-16_011	NOR
T1P3-16_012	NOR
T1P3-16_013	NOR
T1P3-16_014	NOR
T1P3-16_015	NOR
T1P3-16_016	NOR
T1P3-16_018	NOR
T1P3-16_019	NOR
T1P3-16_020	NOR
T1P3-16_021	NOR
T1P3-16_022	NOR
T1P3-16_023	NOR
T1P3-16_024	NOR
T1P3-16_025	NOR
T1P3-16_026	NOR
T1P3-16_027	NOR
T1P3-16_028	NOR
T1P3-16_029	NOR
T1P3-16_030	NOR
T1P3-16_031	NOR
T1P3-16_032	NOR
T1P3-16_033	NOR
T1P3-16_034	NOR
T1P3-16_035	NOR
T1P3-16_036	NOR
T1P3-16_037	NOR
T1P3-16_038	NOR
T1P3-16_039	NOR
T1P3-16_040	NOR
T1P3-16_041	NOR
T1P3-16_042	NOR
T1P3-16_043	NOR
T1P3-16_044	NOR
T1P3-16_045	NOR
T1P3-16_046	NOR
T1P3-16_047	NOR
T1P3-16_048	NOR
T1P3-16_049	NOR
T1P3-16_050	NOR
T1P3-16_051	NOR
T1P3-16_052	NOR
T1P3-16_053	NOR
T1P3-16_054	NOR
T1P3-16_055	NOR
T1P3-16_056	NOR
T1P3-16_057	NOR
T1P4-16_001	NOR
T1P4-16_002	NOR
T1P4-16_003	NOR
T1P4-16_004	NOR
T1P4-16_005	NOR
T1P4-16_006	NOR
T1P4-16_007	NOR
T1P4-16_008	NOR
T1P4-16_009	NOR
T1P4-16_010	NOR
T1P4-16_011	NOR
T1P4-16_013	NOR
T1P4-16_014	NOR
T1P4-16_015	NOR
T1P4-16_016	NOR
T1P4-16_017	NOR
T1P4-16_018	NOR
T1P4-16_019	NOR
T1P4-16_020	NOR
T1P4-16_021	NOR
T1P4-16_022	NOR
T1P4-16_023	NOR
T1P4-16_024	NOR
T1P4-16_025	NOR
T1P4-16_026	NOR
T1P4-16_027	NOR
T1P4-16_028	NOR
T1P4-16_029	NOR
T1P4-16_030	NOR
T1P4-16_031	NOR
T1P4-16_032	NOR
T1P4-16_033	NOR
T1P4-16_034	NOR
T1P4-16_035	NOR
T1P4-16_036	NOR
T1P4-16_037	NOR
T1P4-16_038	NOR
T1P4-16_039	NOR
T1P4-16_040	NOR
T1P4-16_041	NOR
T1P4-16_042	NOR
T1P4-16_043	NOR
T1P4-16_044	NOR
T1P4-16_045	NOR
T1P4-16_046	NOR
T1P4-16_047	NOR
T1P4-16_048	NOR
T1P4-16_049	NOR
T1P4-16_050	NOR
T1P4-16_051	NOR
T1P4-16_052	NOR
T1P4-16_053	NOR
T1P4-16_054	NOR
T2P1-16_002	NOR
T2P1-16_003	NOR
T2P1-16_004	NOR
T2P1-16_005	NOR
T2P1-16_006	NOR
T2P1-16_007	NOR
T2P1-16_008	NOR
T2P1-16_009	NOR
T2P1-16_011	NOR
T2P1-16_012	NOR
T2P1-16_013	NOR
T2P1-16_014	NOR
T2P1-16_015	NOR
T2P1-16_016	NOR
T2P1-16_017	NOR
T2P1-16_035	NOR
T2P1-16_036	NOR
T2P1-16_037	NOR
T2P1-16_038	NOR
T2P1-16_039	NOR
T2P1-16_040	NOR
T2P1-16_041	NOR
T2P1-16_042	NOR
T2P1-16_043	NOR
T2P1-16_044	NOR
T2P1-16_045	NOR
T2P1-16_046	NOR
T2P1-16_047	NOR
T2P1-16_048	NOR
T2P1-16_049	NOR
T2P1-16_050	NOR
T2P1-16_051	NOR
T2P1-16_052	NOR
T2P1-16_053	NOR
T2P1-16_054	NOR
T2P1-16_055	NOR
T2P1-16_056	NOR
T2P1-16_057	NOR
T2P2-16_001	NOR
T2P2-16_002	NOR
T2P2-16_003	NOR
T2P2-16_004	NOR
T2P2-16_005	NOR
T2P2-16_006	NOR
T2P2-16_007	NOR
T2P2-16_008	NOR
T2P2-16_009	NOR
T2P2-16_010	NOR
T2P2-16_011	NOR
T2P2-16_012	NOR
T2P2-16_013	NOR
T2P2-16_014	NOR
T2P2-16_016	NOR
T2P2-16_017	NOR
T2P2-16_019	NOR
T2P2-16_020	NOR
T2P2-16_021	NOR
T2P2-16_022	NOR
T2P2-16_023	NOR
T2P2-16_024	NOR
T2P2-16_025	NOR
T2P2-16_026	NOR
T2P2-16_027	NOR
T2P2-16_028	NOR
T2P2-16_029	NOR
T2P2-16_030	NOR
T2P2-16_031	NOR
T2P2-16_032	NOR
T2P2-16_033	NOR
T2P2-16_034	NOR
T2P2-16_035	NOR
T2P2-16_036	NOR
T2P2-16_037	NOR
T2P2-16_038	NOR
T2P2-16_039	NOR
T2P2-16_040	NOR
T2P2-16_041	NOR
T2P2-16_042	NOR
T2P2-16_043	NOR
T2P2-16_044	NOR
T2P2-16_045	NOR
T2P2-16_046	NOR
T2P2-16_047	NOR
T2P2-16_048	NOR
T2P2-16_049	NOR
T2P2-16_050	NOR
T2P2-16_051	NOR
T2P2-16_052	NOR
T2P2-16_053	NOR
T2P2-16_054	NOR
T2P2-16_055	NOR
T2P2-16_056	NOR
T2P2-16_057	NOR
T2P3-16_001	NOR
T2P3-16_002	NOR
T2P3-16_003	NOR
T2P3-16_004	NOR
T2P3-16_005	NOR
T2P3-16_006	NOR
T2P3-16_007	NOR
T2P3-16_008	NOR
T2P3-16_009	NOR
T2P3-16_010	NOR
T2P3-16_011	NOR
T2P3-16_012	NOR
T2P3-16_013	NOR
T2P3-16_015	NOR
T2P3-16_016	NOR
T2P3-16_017	NOR
T2P3-16_018	NOR
T2P3-16_019	NOR
T2P3-16_020	NOR
T2P3-16_021	NOR
T2P3-16_022	NOR
T2P3-16_023	NOR
T2P3-16_024	NOR
T2P3-16_025	NOR
T2P3-16_026	NOR
T2P3-16_027	NOR
T2P3-16_028	NOR
T2P3-16_029	NOR
T2P3-16_030	NOR
T2P3-16_031	NOR
T2P3-16_032	NOR
T2P3-16_033	NOR
T2P3-16_034	NOR
T2P3-16_035	NOR
T2P3-16_036	NOR
T2P3-16_037	NOR
T2P3-16_038	NOR
T2P3-16_039	NOR
T2P3-16_040	NOR
T2P3-16_041	NOR
T2P3-16_042	NOR
T2P3-16_043	NOR
T2P3-16_044	NOR
T2P3-16_045	NOR
T2P3-16_046	NOR
T2P3-16_047	NOR
T2P3-16_048	NOR
T2P3-16_049	NOR
T2P3-16_050	NOR
T2P3-16_051	NOR
T2P3-16_052	NOR
T2P3-16_053	NOR
T2P3-16_054	NOR
T2P3-16_055	NOR
T2P3-16_056	NOR
T2P3-16_057	NOR
T2P4-16_001	NOR
T2P4-16_002	NOR
T2P4-16_003	NOR
T2P4-16_004	NOR
T2P4-16_005	NOR
T2P4-16_006	NOR
T2P4-16_007	NOR
T2P4-16_008	NOR
T2P4-16_009	NOR
T2P4-16_010	NOR
T2P4-16_011	NOR
T2P4-16_012	NOR
T2P4-16_013	NOR
T2P4-16_014	NOR
T2P4-16_015	NOR
T2P4-16_016	NOR
T2P4-16_017	NOR
T2P4-16_018	NOR
T2P4-16_019	NOR
T2P4-16_020	NOR
T2P4-16_021	NOR
T2P4-16_022	NOR
T2P4-16_023	NOR
T2P4-16_024	NOR
T2P4-16_025	NOR
T2P4-16_027	NOR
T2P4-16_028	NOR
T2P4-16_029	NOR
T2P4-16_030	NOR
T2P4-16_031	NOR
T2P4-16_032	NOR
T2P4-16_033	NOR
T2P4-16_034	NOR
T2P4-16_035	NOR
T2P4-16_036	NOR
T2P4-16_037	NOR
T2P4-16_038	NOR
T2P4-16_039	NOR
T2P4-16_040	NOR
T2P4-16_041	NOR
T2P4-16_042	NOR
T2P4-16_043	NOR
T2P4-16_044	NOR
T2P4-16_045	NOR
T2P4-16_046	NOR
T2P4-16_047	NOR
T2P4-16_048	NOR
T2P4-16_049	NOR
T2P4-16_051	NOR
T2P4-16_052	NOR
T2P4-16_053	NOR
T2P4-16_054	NOR
T2P4-16_055	NOR
T2P4-16_056	NOR
T2P4-16_057	NOR
T2X-16_001	NOR
T2X-16_002	NOR
T2X-16_003	NOR
T2X-16_004	NOR
T2X-16_005	NOR
T2X-16_006	NOR
T2X-16_007	NOR
T2X-16_008	NOR
T2X-16_009	NOR
T2X-16_010	NOR
T2X-16_011	NOR
T2X-16_012	NOR
T2X-16_013	NOR
T2X-16_014	NOR
T2X-16_015	NOR
T2X-16_016	NOR
T2X-16_017	NOR
T2X-16_018	NOR
T2X-16_019	NOR
T2X-16_020	NOR
T2X-16_021	NOR
T2X-16_022	NOR
T2X-16_023	NOR
T2X-16_024	NOR
T2X-16_026	NOR
T2X-16_027	NOR
T2X-16_028	NOR
T2X-16_029	NOR
T2X-16_030	NOR
T2X-16_031	NOR
T2X-16_032	NOR
T2X-16_050	NOR
T2X-16_051	NOR
T2X-16_053	NOR
T2X-16_054	NOR
T2X-16_057	NOR
T3P1-16_001	NOR
T3P1-16_002	NOR
T3P1-16_003	NOR
T3P1-16_005	NOR
T3P1-16_006	NOR
T3P1-16_008	NOR
T3P1-16_009	NOR
T3P1-16_010	NOR
T3P1-16_011	NOR
T3P1-16_012	NOR
T3P1-16_013	NOR
T3P1-16_014	NOR
T3P1-16_015	NOR
T3P1-16_016	NOR
T3P1-16_017	NOR
T3P1-16_018	NOR
T3P1-16_019	NOR
T3P1-16_020	NOR
T3P1-16_021	NOR
T3P1-16_022	NOR
T3P1-16_023	NOR
T3P1-16_024	NOR
T3P1-16_025	NOR
T3P1-16_026	NOR
T3P1-16_027	NOR
T3P1-16_028	NOR
T3P1-16_029	NOR
T3P1-16_030	NOR
T3P1-16_031	NOR
T3P1-16_032	NOR
T3P1-16_033	NOR
T3P1-16_034	NOR
T3P1-16_035	NOR
T3P1-16_036	NOR
T3P1-16_037	NOR
T3P1-16_038	NOR
T3P1-16_039	NOR
T3P1-16_041	NOR
T3P1-16_042	NOR
T3P1-16_043	NOR
T3P1-16_044	NOR
T3P1-16_045	NOR
T3P1-16_046	NOR
T3P1-16_047	NOR
T3P1-16_048	NOR
T3P1-16_049	NOR
T3P1-16_050	NOR
T3P1-16_051	NOR
T3P1-16_052	NOR
T3P1-16_053	NOR
T3P1-16_054	NOR
T3P1-16_055	NOR
T3P1-16_056	NOR
T3P1-16_057	NOR
T3P2-16_001	NOR
T3P2-16_002	NOR
T3P2-16_003	NOR
T3P2-16_004	NOR
T3P2-16_005	NOR
T3P2-16_006	NOR
T3P2-16_007	NOR
T3P2-16_008	NOR
T3P2-16_009	NOR
T3P2-16_010	NOR
T3P2-16_011	NOR
T3P2-16_012	NOR
T3P2-16_013	NOR
T3P2-16_014	NOR
T3P2-16_015	NOR
T3P2-16_016	NOR
T3P2-16_017	NOR
T3P2-16_018	NOR
T3P2-16_019	NOR
T3P2-16_021	NOR
T3P2-16_022	NOR
T3P2-16_023	NOR
T3P2-16_025	NOR
T3P2-16_026	NOR
T3P2-16_027	NOR
T3P2-16_028	NOR
T3P2-16_029	NOR
T3P2-16_031	NOR
T3P2-16_032	NOR
T3P2-16_033	NOR
T3P2-16_034	NOR
T3P2-16_035	NOR
T3P2-16_036	NOR
T3P2-16_037	NOR
T3P2-16_039	NOR
T3P2-16_040	NOR
T3P2-16_041	NOR
T3P2-16_042	NOR
T3P2-16_044	NOR
T3P2-16_045	NOR
T3P2-16_046	NOR
T3P2-16_047	NOR
T3P2-16_048	NOR
T3P2-16_049	NOR
T3P2-16_050	NOR
T3P2-16_051	NOR
T3P2-16_052	NOR
T3P2-16_053	NOR
T3P2-16_054	NOR
T3P2-16_055	NOR
T3P2-16_056	NOR
T3P2-16_057	NOR
T3P3-16_001	NOR
T3P3-16_002	NOR
T3P3-16_003	NOR
T3P3-16_004	NOR
T3P3-16_005	NOR
T3P3-16_006	NOR
T3P3-16_007	NOR
T3P3-16_008	NOR
T3P3-16_009	NOR
T3P3-16_010	NOR
T3P3-16_011	NOR
T3P3-16_012	NOR
T3P3-16_013	NOR
T3P3-16_014	NOR
T3P3-16_015	NOR
T3P3-16_016	NOR
T3P3-16_017	NOR
T3P3-16_018	NOR
T3P3-16_019	NOR
T3P3-16_020	NOR
T3P3-16_022	NOR
T3P3-16_023	NOR
T3P3-16_024	NOR
T3P3-16_025	NOR
T3P3-16_026	NOR
T3P3-16_027	NOR
T3P3-16_028	NOR
T3P3-16_029	NOR
T3P3-16_030	NOR
T3P3-16_031	NOR
T3P3-16_032	NOR
T3P3-16_033	NOR
T3P3-16_034	NOR
T3P3-16_035	NOR
T3P3-16_036	NOR
T3P3-16_037	NOR
T3P3-16_039	NOR
T3P3-16_040	NOR
T3P3-16_041	NOR
T3P3-16_042	NOR
T3P3-16_043	NOR
T3P3-16_044	NOR
T3P3-16_045	NOR
T3P3-16_046	NOR
T3P3-16_047	NOR
T3P3-16_049	NOR
T3P3-16_050	NOR
T3P3-16_051	NOR
T3P3-16_052	NOR
