INDIVIDUALS	STRATA
BARR-15_038	SOU
ISLE-15_034	SOU
STMB-15_016	SOU
NORT-12_026	SOU
SEAL-15_044	SOU
STMB-15_002	SOU
COAS-15_028	SOU
SJHB-15_032	SOU
BFUN-15_057	SOU
MUSQ-15_039	SOU
BROW-15_007	SOU
ADVO-15_023	SOU
BFUN-16_005	SOU
COAS-15_037	SOU
MUSQ-15_014	SOU
LOBS-12_030	SOU
PLYX-15_009	SOU
SJHB-15_033	SOU
THEW-15_057	SOU
ADVO-15_033	SOU
COAS-15_043	SOU
MUSQ-15_036	SOU
PLYX-15_033	SOU
NANT-16_029	SOU
THEW-15_026	SOU
PASS-15_001	SOU
ALMA-15_032	SOU
ADVO-15_011	SOU
SJHB-12_005	SOU
NANT-16_007	SOU
ADVO-15_029	SOU
LOBS-15_033	SOU
SEAL-15_012	SOU
ALMA-12_018	SOU
BARR-15_037	SOU
SEAL-15_026	SOU
OFF3-12_021	SOU
BROW-15_023	SOU
ISLE-15_043	SOU
MARX-16_046	SOU
PLYX-15_005	SOU
NANT-16_023	SOU
GEOB-16_024	SOU
BFUN-15_031	SOU
THEW-12_033	SOU
PORM-15_014	SOU
OFF2-12_017	SOU
NANT-16_013	SOU
NANT-16_039	SOU
OFF2-12_033	SOU
BROW-15_045	SOU
OFF3-12_020	SOU
ALMA-15_001	SOU
SJHB-12_028	SOU
COAS-15_022	SOU
BFUN-15_030	SOU
BARR-15_050	SOU
OFF2-12_019	SOU
BFUN-15_056	SOU
GEOB-16_003	SOU
SEAL-12_003	SOU
OFF3-12_029	SOU
VICT-12_041	SOU
BROW-15_030	SOU
PORM-15_040	SOU
ALMA-15_025	SOU
LOBS-15_046	SOU
SEAL-12_038	SOU
LOBS-12_003	SOU
LOBS-15_023	SOU
PORM-15_010	SOU
PLYX-15_001	SOU
SJHB-15_022	SOU
BFUN-16_011	SOU
THEW-12_032	SOU
VICT-12_009	SOU
SEAL-15_046	SOU
GEOB-16_014	SOU
BFUN-15_041	SOU
PLYX-15_025	SOU
SJHB-12_007	SOU
GEOB-16_011	SOU
CROW-16_040	SOU
LOBS-12_042	SOU
MARX-16_037	SOU
SEAL-15_035	SOU
BROW-15_017	SOU
SJHB-15_025	SOU
GEOB-16_005	SOU
ALMA-12_046	SOU
ADVO-15_014	SOU
ALMA-15_048	SOU
OFF3-12_038	SOU
BFUN-15_010	SOU
BFUN-15_024	SOU
OFF2-12_008	SOU
NORT-12_004	SOU
BFUN-15_054	SOU
COAS-15_040	SOU
CROW-16_035	SOU
SJHB-12_043	SOU
SEAL-12_047	SOU
GEOB-16_031	SOU
NANT-16_057	SOU
ISLE-15_037	SOU
ADVO-15_046	SOU
STMB-15_011	SOU
PASS-15_025	SOU
CROW-16_046	SOU
THEW-12_012	SOU
ISLE-15_044	SOU
SJHB-15_036	SOU
OFF3-12_004	SOU
ADVO-15_045	SOU
OFF2-12_043	SOU
BARR-15_018	SOU
SJHB-15_043	SOU
BFUN-15_015	SOU
OFF2-12_031	SOU
MARX-16_002	SOU
SEAL-15_002	SOU
SJHB-15_013	SOU
LOBS-15_031	SOU
VICT-12_045	SOU
ISLE-15_017	SOU
SEAL-15_042	SOU
THEW-12_005	SOU
THEW-12_009	SOU
MARX-16_044	SOU
THEW-12_004	SOU
LOBS-12_017	SOU
GEOB-16_040	SOU
COAS-15_034	SOU
OFF3-12_046	SOU
MARX-16_024	SOU
SEAL-12_021	SOU
OFF3-12_008	SOU
PLYX-15_028	SOU
BFUN-15_021	SOU
LOBS-15_050	SOU
BFUN-15_004	SOU
ISLE-15_007	SOU
GEOB-16_034	SOU
COAS-15_029	SOU
STMB-15_018	SOU
MARX-16_004	SOU
MARX-16_031	SOU
ADVO-15_002	SOU
NANT-16_051	SOU
PASS-15_030	SOU
THEW-15_056	SOU
NANT-16_053	SOU
NANT-16_019	SOU
PORM-15_043	SOU
SJHB-15_030	SOU
STMB-15_013	SOU
VICT-12_022	SOU
LOBS-12_010	SOU
BROW-15_012	SOU
BARR-15_020	SOU
SJHB-12_023	SOU
VICT-12_042	SOU
OFF3-12_045	SOU
BFUN-16_038	SOU
ISLE-15_045	SOU
BFUN-16_036	SOU
BARR-15_046	SOU
ADVO-15_015	SOU
PASS-15_032	SOU
THEW-15_055	SOU
STMB-15_003	SOU
LOBS-15_028	SOU
BFUN-15_029	SOU
LOBS-15_005	SOU
ADVO-15_018	SOU
ALMA-15_036	SOU
ADVO-15_006	SOU
NANT-16_001	SOU
VICT-12_038	SOU
COAS-15_036	SOU
BARR-15_016	SOU
ALMA-12_020	SOU
LOBS-12_037	SOU
STMB-15_021	SOU
THEW-12_028	SOU
MUSQ-15_042	SOU
THEW-15_004	SOU
THEW-15_031	SOU
PASS-15_048	SOU
ADVO-15_021	SOU
THEW-15_053	SOU
OFF3-12_022	SOU
OFF3-12_014	SOU
CROW-16_009	SOU
ALMA-15_026	SOU
BARR-15_029	SOU
LOBS-12_013	SOU
LOBS-12_007	SOU
SJHB-15_010	SOU
BARR-15_048	SOU
PORM-15_018	SOU
SJHB-12_025	SOU
BFUN-15_011	SOU
LOBS-15_019	SOU
ISLE-15_041	SOU
BARR-15_040	SOU
COAS-15_012	SOU
OFF2-12_004	SOU
ADVO-15_039	SOU
ADVO-15_048	SOU
ALMA-15_050	SOU
SEAL-15_017	SOU
SJHB-15_046	SOU
VICT-12_001	SOU
MUSQ-15_020	SOU
ADVO-15_016	SOU
ALMA-15_045	SOU
ALMA-12_004	SOU
SJHB-12_009	SOU
PORM-15_006	SOU
SJHB-12_006	SOU
SJHB-15_037	SOU
NORT-12_032	SOU
VICT-12_029	SOU
SJHB-15_005	SOU
THEW-15_054	SOU
VICT-12_036	SOU
LOBS-12_034	SOU
SEAL-15_036	SOU
NORT-12_039	SOU
LOBS-15_032	SOU
BFUN-15_026	SOU
BFUN-15_049	SOU
ISLE-15_036	SOU
THEW-15_008	SOU
BROW-15_019	SOU
STMB-15_048	SOU
SEAL-12_014	SOU
NORT-12_033	SOU
STMB-15_022	SOU
BARR-15_019	SOU
SJHB-12_020	SOU
BFUN-15_032	SOU
ALMA-15_041	SOU
LOBS-15_049	SOU
BFUN-15_018	SOU
THEW-12_010	SOU
ALMA-15_049	SOU
THEW-15_001	SOU
ADVO-15_005	SOU
VICT-12_025	SOU
NORT-12_048	SOU
OFF2-12_001	SOU
THEW-12_036	SOU
BROW-15_048	SOU
BARR-15_045	SOU
MUSQ-15_053	SOU
CROW-16_036	SOU
PASS-15_046	SOU
STMB-15_028	SOU
ALMA-15_037	SOU
THEW-15_005	SOU
BARR-15_017	SOU
PASS-15_003	SOU
PORM-15_025	SOU
ADVO-15_003	SOU
BROW-15_006	SOU
PLYX-15_003	SOU
BARR-15_028	SOU
MARX-16_007	SOU
ALMA-15_039	SOU
ALMA-15_012	SOU
OFF3-12_025	SOU
PASS-15_002	SOU
BARR-15_003	SOU
NORT-12_014	SOU
COAS-15_042	SOU
THEW-15_037	SOU
NORT-12_037	SOU
MARX-16_033	SOU
SJHB-12_003	SOU
PASS-15_027	SOU
SEAL-12_016	SOU
STMB-15_036	SOU
ISLE-15_019	SOU
SEAL-15_041	SOU
PORM-15_007	SOU
VICT-12_035	SOU
BARR-15_047	SOU
OFF2-12_038	SOU
LOBS-15_040	SOU
ALMA-12_010	SOU
LOBS-12_026	SOU
BARR-15_042	SOU
ALMA-12_025	SOU
BROW-15_020	SOU
VICT-12_047	SOU
ALMA-15_040	SOU
OFF3-12_015	SOU
CROW-16_002	SOU
BARR-15_043	SOU
BFUN-15_002	SOU
BROW-15_044	SOU
ALMA-12_048	SOU
OFF3-12_023	SOU
SJHB-15_009	SOU
LOBS-15_030	SOU
SJHB-15_008	SOU
ALMA-12_001	SOU
LOBS-12_044	SOU
SEAL-15_004	SOU
GEOB-16_025	SOU
PORM-15_011	SOU
STMB-15_045	SOU
ADVO-15_010	SOU
THEW-15_007	SOU
THEW-12_023	SOU
MUSQ-15_041	SOU
SJHB-15_007	SOU
MUSQ-15_011	SOU
BFUN-15_016	SOU
BROW-15_010	SOU
LOBS-15_010	SOU
PORM-15_001	SOU
COAS-15_019	SOU
SEAL-12_029	SOU
BROW-15_034	SOU
SEAL-12_017	SOU
ADVO-15_022	SOU
ALMA-12_041	SOU
PLYX-15_017	SOU
MUSQ-15_037	SOU
CROW-16_041	SOU
ADVO-15_025	SOU
THEW-15_006	SOU
BFUN-15_023	SOU
OFF2-12_048	SOU
ISLE-15_010	SOU
THEW-12_043	SOU
NORT-12_006	SOU
BFUN-15_034	SOU
THEW-12_020	SOU
OFF3-12_003	SOU
PASS-15_023	SOU
MARX-16_019	SOU
MUSQ-15_057	SOU
MUSQ-15_013	SOU
STMB-15_039	SOU
SJHB-15_012	SOU
ALMA-15_029	SOU
SEAL-12_041	SOU
COAS-15_017	SOU
PASS-15_018	SOU
ALMA-15_038	SOU
SEAL-12_001	SOU
CROW-16_010	SOU
BROW-15_016	SOU
BFUN-16_052	SOU
BFUN-15_007	SOU
PASS-15_034	SOU
PLYX-15_035	SOU
THEW-15_043	SOU
PASS-15_031	SOU
ADVO-15_030	SOU
MUSQ-15_031	SOU
SEAL-15_029	SOU
ALMA-15_034	SOU
BARR-15_006	SOU
BFUN-16_043	SOU
NANT-16_033	SOU
ISLE-15_027	SOU
VICT-12_008	SOU
GEOB-16_033	SOU
BFUN-15_014	SOU
ALMA-15_027	SOU
SJHB-15_042	SOU
ALMA-15_003	SOU
ISLE-15_039	SOU
ALMA-15_051	SOU
STMB-15_033	SOU
LOBS-12_032	SOU
ADVO-15_043	SOU
BFUN-15_038	SOU
MUSQ-15_044	SOU
ADVO-15_042	SOU
STMB-15_043	SOU
NANT-16_026	SOU
SEAL-15_047	SOU
MUSQ-15_047	SOU
THEW-15_009	SOU
ALMA-12_009	SOU
LOBS-15_009	SOU
BROW-15_036	SOU
ALMA-15_008	SOU
CROW-16_055	SOU
NORT-12_016	SOU
ALMA-12_015	SOU
LOBS-15_029	SOU
SEAL-15_039	SOU
GEOB-16_053	SOU
VICT-12_023	SOU
SEAL-12_034	SOU
ADVO-15_034	SOU
SJHB-12_038	SOU
THEW-12_035	SOU
MARX-16_009	SOU
BARR-15_049	SOU
PLYX-15_030	SOU
GEOB-16_004	SOU
SEAL-15_038	SOU
BROW-15_003	SOU
GEOB-16_035	SOU
GEOB-16_016	SOU
COAS-15_038	SOU
NORT-12_010	SOU
VICT-12_037	SOU
OFF3-12_047	SOU
LOBS-15_006	SOU
SEAL-15_021	SOU
SJHB-15_017	SOU
OFF2-12_032	SOU
LOBS-15_026	SOU
SEAL-15_025	SOU
LOBS-12_014	SOU
ALMA-12_026	SOU
LOBS-15_048	SOU
SJHB-12_018	SOU
ISLE-15_016	SOU
OFF3-12_016	SOU
SJHB-12_042	SOU
BROW-15_029	SOU
PORM-15_026	SOU
PORM-15_019	SOU
ADVO-15_047	SOU
BARR-15_005	SOU
NORT-12_007	SOU
PASS-15_040	SOU
PLYX-15_018	SOU
GEOB-16_010	SOU
BFUN-15_013	SOU
SJHB-12_022	SOU
BROW-15_043	SOU
OFF2-12_045	SOU
CROW-16_019	SOU
VICT-12_031	SOU
MUSQ-15_056	SOU
OFF3-12_034	SOU
NORT-12_040	SOU
SJHB-15_002	SOU
PLYX-15_007	SOU
BFUN-15_051	SOU
BFUN-16_044	SOU
SJHB-12_044	SOU
NORT-12_019	SOU
MUSQ-15_010	SOU
ALMA-15_033	SOU
THEW-15_041	SOU
MARX-16_015	SOU
PLYX-15_011	SOU
OFF2-12_035	SOU
VICT-12_014	SOU
PORM-15_046	SOU
THEW-15_035	SOU
ISLE-15_001	SOU
PLYX-15_036	SOU
COAS-15_044	SOU
COAS-15_032	SOU
GEOB-16_042	SOU
LOBS-15_002	SOU
NORT-12_017	SOU
THEW-12_042	SOU
PASS-15_014	SOU
SEAL-15_005	SOU
PASS-15_047	SOU
ALMA-12_032	SOU
PORM-15_005	SOU
ALMA-12_011	SOU
VICT-12_002	SOU
SJHB-15_027	SOU
COAS-15_021	SOU
MARX-16_027	SOU
SJHB-15_031	SOU
MUSQ-15_024	SOU
SJHB-15_021	SOU
THEW-15_045	SOU
MUSQ-15_032	SOU
SEAL-15_019	SOU
NORT-12_005	SOU
OFF2-12_046	SOU
SEAL-15_011	SOU
SEAL-15_006	SOU
SJHB-12_016	SOU
MUSQ-15_023	SOU
ADVO-15_012	SOU
STMB-15_030	SOU
THEW-15_033	SOU
PASS-15_026	SOU
ALMA-15_010	SOU
MUSQ-15_043	SOU
PLYX-15_014	SOU
SJHB-12_014	SOU
SJHB-15_018	SOU
SEAL-15_040	SOU
BARR-15_014	SOU
GEOB-16_050	SOU
BROW-15_015	SOU
ADVO-15_037	SOU
ADVO-15_038	SOU
SJHB-15_003	SOU
MARX-16_005	SOU
MUSQ-15_038	SOU
NANT-16_015	SOU
PORM-15_013	SOU
ISLE-15_049	SOU
ALMA-12_006	SOU
NANT-16_016	SOU
PASS-15_021	SOU
LOBS-15_039	SOU
LOBS-12_031	SOU
BARR-15_023	SOU
MUSQ-15_052	SOU
THEW-15_034	SOU
COAS-15_023	SOU
OFF3-12_030	SOU
LOBS-15_015	SOU
COAS-15_002	SOU
SJHB-15_028	SOU
LOBS-12_046	SOU
BROW-15_028	SOU
GEOB-16_039	SOU
MARX-16_022	SOU
OFF3-12_019	SOU
PLYX-15_029	SOU
THEW-12_015	SOU
LOBS-12_023	SOU
CROW-16_047	SOU
GEOB-16_012	SOU
OFF3-12_010	SOU
PORM-15_042	SOU
NANT-16_055	SOU
LOBS-15_022	SOU
BFUN-15_001	SOU
PORM-15_021	SOU
GEOB-16_026	SOU
LOBS-15_043	SOU
LOBS-12_036	SOU
BFUN-16_003	SOU
THEW-12_007	SOU
NANT-16_030	SOU
BFUN-16_046	SOU
SJHB-12_030	SOU
PASS-15_052	SOU
LOBS-12_040	SOU
SEAL-15_003	SOU
LOBS-15_012	SOU
BROW-15_018	SOU
THEW-12_041	SOU
PORM-15_020	SOU
BARR-15_026	SOU
NANT-16_056	SOU
SEAL-12_031	SOU
ADVO-15_044	SOU
PASS-15_051	SOU
VICT-12_020	SOU
GEOB-16_051	SOU
SJHB-12_017	SOU
NORT-12_021	SOU
SJHB-15_024	SOU
BFUN-15_053	SOU
THEW-15_029	SOU
SEAL-15_043	SOU
ALMA-15_011	SOU
BFUN-16_022	SOU
STMB-15_044	SOU
STMB-15_012	SOU
NORT-12_018	SOU
OFF3-12_001	SOU
LOBS-15_044	SOU
MARX-16_020	SOU
STMB-15_015	SOU
NANT-16_024	SOU
BROW-15_024	SOU
BROW-15_040	SOU
OFF3-12_009	SOU
PLYX-15_027	SOU
LOBS-12_043	SOU
SJHB-15_023	SOU
SEAL-12_002	SOU
COAS-15_004	SOU
PORM-15_030	SOU
BARR-15_004	SOU
OFF3-12_037	SOU
PASS-15_028	SOU
NANT-16_052	SOU
ALMA-15_009	SOU
NANT-16_012	SOU
COAS-15_046	SOU
STMB-15_019	SOU
GEOB-16_021	SOU
LOBS-12_001	SOU
PASS-15_024	SOU
COAS-15_041	SOU
STMB-15_010	SOU
BARR-15_009	SOU
PORM-15_048	SOU
BARR-15_031	SOU
PASS-15_012	SOU
PASS-15_042	SOU
ADVO-15_019	SOU
OFF3-12_042	SOU
MARX-16_028	SOU
LOBS-12_011	SOU
BROW-15_033	SOU
BROW-15_025	SOU
BFUN-15_048	SOU
PASS-15_019	SOU
COAS-15_024	SOU
OFF2-12_047	SOU
OFF2-12_039	SOU
BROW-15_014	SOU
LOBS-12_008	SOU
LOBS-15_003	SOU
VICT-12_017	SOU
NORT-12_015	SOU
ISLE-15_031	SOU
SEAL-12_048	SOU
BARR-15_044	SOU
SJHB-15_047	SOU
MARX-16_039	SOU
OFF3-12_041	SOU
BFUN-15_003	SOU
PASS-15_035	SOU
ALMA-12_030	SOU
STMB-15_014	SOU
SEAL-15_020	SOU
LOBS-15_008	SOU
PASS-15_022	SOU
OFF2-12_009	SOU
BROW-15_001	SOU
LOBS-15_016	SOU
STMB-15_025	SOU
SJHB-12_015	SOU
VICT-12_028	SOU
SEAL-12_040	SOU
LOBS-12_039	SOU
MARX-16_029	SOU
NORT-12_029	SOU
COAS-15_016	SOU
STMB-15_023	SOU
BARR-15_012	SOU
SEAL-12_033	SOU
MARX-16_021	SOU
ADVO-15_026	SOU
OFF3-12_006	SOU
ALMA-15_056	SOU
CROW-16_029	SOU
SJHB-15_048	SOU
PORM-15_015	SOU
ALMA-15_006	SOU
NORT-12_030	SOU
ISLE-15_035	SOU
SJHB-15_029	SOU
MUSQ-15_026	SOU
PORM-15_036	SOU
SEAL-15_045	SOU
ALMA-15_005	SOU
SJHB-15_020	SOU
ALMA-12_040	SOU
ISLE-15_025	SOU
NANT-16_003	SOU
BARR-15_032	SOU
THEW-12_018	SOU
ISLE-15_047	SOU
BROW-15_002	SOU
MARX-16_034	SOU
SJHB-12_004	SOU
NANT-16_011	SOU
BFUN-15_009	SOU
ADVO-15_041	SOU
MARX-16_008	SOU
ALMA-15_044	SOU
ALMA-12_023	SOU
PASS-15_044	SOU
ISLE-15_023	SOU
VICT-12_015	SOU
NORT-12_009	SOU
OFF2-12_044	SOU
ALMA-12_031	SOU
THEW-15_032	SOU
SJHB-15_039	SOU
PLYX-15_020	SOU
CROW-16_006	SOU
PORM-15_003	SOU
MUSQ-15_021	SOU
SJHB-12_040	SOU
SJHB-15_041	SOU
OFF3-12_018	SOU
SJHB-12_013	SOU
BFUN-15_019	SOU
BFUN-15_033	SOU
NANT-16_050	SOU
ISLE-15_024	SOU
GEOB-16_043	SOU
OFF2-12_037	SOU
LOBS-15_020	SOU
BARR-15_036	SOU
SJHB-15_004	SOU
OFF2-12_010	SOU
BROW-15_027	SOU
OFF3-12_005	SOU
PASS-15_038	SOU
STMB-15_035	SOU
NORT-12_038	SOU
BFUN-16_008	SOU
NANT-16_022	SOU
VICT-12_016	SOU
LOBS-12_002	SOU
ALMA-12_036	SOU
SJHB-12_012	SOU
SEAL-12_039	SOU
THEW-15_027	SOU
ALMA-12_028	SOU
MUSQ-15_049	SOU
BARR-15_008	SOU
COAS-15_018	SOU
LOBS-12_005	SOU
SEAL-15_022	SOU
BARR-15_007	SOU
ISLE-15_028	SOU
THEW-12_014	SOU
VICT-12_040	SOU
OFF2-12_023	SOU
ADVO-15_032	SOU
THEW-12_019	SOU
MUSQ-15_028	SOU
THEW-12_001	SOU
CROW-16_023	SOU
SJHB-15_019	SOU
COAS-15_048	SOU
LOBS-12_019	SOU
ALMA-15_053	SOU
SEAL-15_016	SOU
THEW-12_002	SOU
BROW-15_004	SOU
THEW-12_034	SOU
ALMA-15_007	SOU
NANT-16_038	SOU
ADVO-15_036	SOU
SEAL-12_023	SOU
GEOB-16_007	SOU
SJHB-12_024	SOU
BFUN-15_042	SOU
STMB-15_032	SOU
OFF2-12_011	SOU
ADVO-15_027	SOU
PASS-15_049	SOU
ALMA-12_022	SOU
BFUN-15_005	SOU
BFUN-16_016	SOU
ALMA-12_008	SOU
OFF2-12_012	SOU
SJHB-12_001	SOU
BFUN-15_027	SOU
COAS-15_033	SOU
SJHB-12_037	SOU
BARR-15_027	SOU
SJHB-12_010	SOU
VICT-12_021	SOU
MUSQ-15_018	SOU
THEW-15_028	SOU
PORM-15_044	SOU
BROW-15_031	SOU
SJHB-12_045	SOU
SJHB-15_034	SOU
BFUN-15_017	SOU
GEOB-16_044	SOU
ALMA-15_043	SOU
MUSQ-15_019	SOU
BFUN-15_037	SOU
THEW-12_024	SOU
OFF2-12_040	SOU
SEAL-12_032	SOU
VICT-12_034	SOU
BFUN-15_047	SOU
LOBS-12_016	SOU
GEOB-16_032	SOU
ISLE-15_015	SOU
PASS-15_043	SOU
CROW-16_057	SOU
SEAL-12_020	SOU
THEW-12_021	SOU
THEW-12_044	SOU
NANT-16_028	SOU
CROW-16_030	SOU
PLYX-15_012	SOU
NANT-16_035	SOU
THEW-12_003	SOU
PLYX-15_008	SOU
PASS-15_029	SOU
PLYX-15_013	SOU
GEOB-16_029	SOU
STMB-15_040	SOU
MARX-16_032	SOU
BROW-15_035	SOU
ISLE-15_040	SOU
SEAL-15_031	SOU
NORT-12_001	SOU
GEOB-16_049	SOU
GEOB-16_018	SOU
SJHB-15_014	SOU
STMB-15_046	SOU
SEAL-15_009	SOU
VICT-12_003	SOU
PORM-15_039	SOU
PASS-15_050	SOU
ISLE-15_042	SOU
LOBS-12_004	SOU
CROW-16_032	SOU
ALMA-15_057	SOU
NANT-16_006	SOU
PLYX-15_026	SOU
STMB-15_009	SOU
VICT-12_048	SOU
SEAL-15_048	SOU
PASS-15_015	SOU
COAS-15_035	SOU
BROW-15_021	SOU
NANT-16_020	SOU
BFUN-16_035	SOU
BFUN-15_012	SOU
OFF2-12_005	SOU
SEAL-15_013	SOU
CROW-16_021	SOU
ADVO-15_031	SOU
PASS-15_011	SOU
BFUN-15_045	SOU
ALMA-15_035	SOU
SJHB-15_044	SOU
BROW-15_047	SOU
PLYX-15_021	SOU
ALMA-12_017	SOU
MARX-16_012	SOU
PASS-15_010	SOU
LOBS-12_045	SOU
SJHB-12_031	SOU
COAS-15_014	SOU
GEOB-16_001	SOU
COAS-15_031	SOU
GEOB-16_017	SOU
BARR-15_002	SOU
PORM-15_008	SOU
BARR-15_011	SOU
ALMA-15_047	SOU
PLYX-15_004	SOU
COAS-15_010	SOU
SEAL-12_025	SOU
ADVO-15_008	SOU
ALMA-12_027	SOU
LOBS-15_018	SOU
OFF2-12_029	SOU
SJHB-15_006	SOU
OFF3-12_028	SOU
STMB-15_007	SOU
LOBS-15_013	SOU
OFF3-12_024	SOU
SEAL-15_032	SOU
MUSQ-15_002	SOU
MUSQ-15_025	SOU
NORT-12_035	SOU
PORM-15_004	SOU
NORT-12_047	SOU
LOBS-15_047	SOU
OFF2-12_020	SOU
COAS-15_027	SOU
THEW-12_008	SOU
CROW-16_017	SOU
ALMA-12_047	SOU
BROW-15_026	SOU
VICT-12_033	SOU
THEW-12_029	SOU
NORT-12_028	SOU
VICT-12_026	SOU
OFF2-12_021	SOU
PLYX-15_019	SOU
MUSQ-15_055	SOU
OFF2-12_022	SOU
PLYX-15_023	SOU
ALMA-12_033	SOU
PASS-15_009	SOU
PASS-15_017	SOU
SJHB-12_041	SOU
LOBS-15_001	SOU
THEW-15_024	SOU
GEOB-16_028	SOU
SEAL-12_024	SOU
BARR-15_024	SOU
BARR-15_030	SOU
BROW-15_039	SOU
PORM-15_016	SOU
MUSQ-15_012	SOU
BARR-15_033	SOU
